Year,IIP_index,cop( $/bbl ),ex.rate(INR=X),COP( ?/bbl ),M3(? Crore),CPI,IR %,new iip base 2020,log(cop),log(m3),log(iip),^NSEI,log(NSE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-20,124.1,41.35410666,73.12830353,3024.155664,17739764.53,156.38,7.308035408,106.8445975,8.014387212,16.69131926,4.821087692,11247.5498,9.327905589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug-20,117.2,44.19001761,74.98999786,3313.809326,17647971.85,154.7,6.7411854,100.9040034,8.10585366,16.68613143,4.763881877,11387.5,9.340271542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-20,117.9,43.34755255,75.69999695,3281.409596,17625803.04,153.98,6.834108097,101.5066724,8.096028364,16.68487447,4.769836808,11073.4502,9.312305648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun-20,107.9,40.63386864,75.51319885,3068.393402,17315245.77,151.67,6.15944565,92.8971158,8.028909382,16.66709793,4.681204872,10302.09961,9.240102999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-20,90.2,30.60553962,75.25849915,2303.326977,17230908.27,150.9,6.290061281,77.6582006,7.742109869,16.66221532,4.502029427,9580.299805,9.167464165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-20,54,19.90168375,75.40000153,1500.586985,17034132.77,151.4,7.276978672,46.49160568,7.313611634,16.6507297,3.988984047,9859.900391,9.196231345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-20,117.2,33.35873807,72.15000153,2406.833003,33599926.91,148.6,5.863076156,100.9040034,7.786067055,17.33003445,4.763881877,8597.75,9.05925582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-20,134.2,54.62736,71.63999939,3913.504037,16459026.86,149.07,6.608024029,115.5402497,8.272188425,16.61638463,4.899331225,11201.75,9.323825295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan-20,137.4,64.30974702,71.31099701,4585.992178,16418624.5,150.1,7.560014332,118.2953078,8.430761758,16.61392689,4.92289638,11962.09961,9.389498565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-19,134.5,65.5020425,71.72200012,4697.9375,16062978.03,150.32,7.333095323,115.7985364,8.454878862,16.59202768,4.901564199,12168.4502,9.406601832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-19,128.8,62.53257262,70.98999786,4439.187197,15945748.53,148.5,5.521210829,110.8910891,8.398226575,16.5847028,4.858260814,12056.0498,9.397321871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-19,124,59.70342045,70.498703,4209.013707,15955361.99,147.17,4.695169666,106.7585019,8.344983625,16.58530551,4.820281566,11877.4502,9.38239694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-19,122.9,61.72327321,71.68019867,4424.336487,15814167.46,145.73,3.981448448,105.8114507,8.3948756,16.57641677,4.811371017,11474.4502,9.347878121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug-19,126.2,59.34981711,69.07749939,4099.736955,15677090.4,144.93,3.300071276,108.6526044,8.318678093,16.56771099,4.83786795,11023.25,9.307761958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-19,131.8,63.62701033,69.32499695,4410.942297,15567781.52,144.13,3.171080888,113.4739561,8.391843618,16.56071405,4.881285622,11118,9.316320696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun-19,129.3,62.374425,69.98000336,4364.962471,15416104,142.87,3.229768786,111.3215669,8.381364871,16.55092324,4.862135286,11788.84961,9.374909415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-19,135.4,70.01372434,69.8117981,4887.783988,15421077.4,141.97,3.123411055,116.5733965,8.494494308,16.55124579,4.90823336,11922.7998,9.386207796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-19,126.5,71.0009225,69.43000031,4929.594071,15378604.24,141.13,3.01459854,108.9108911,8.503011925,16.54848777,4.840242308,11748.15039,9.371451094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-19,144.1,66.74,71.19000244,4751.220763,15432066.86,140.37,2.910557185,124.0637107,8.466156867,16.55195817,4.970507503,11623.90039,9.360818636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-19,127.6,64.53453063,71.12000275,4589.695995,14939818.31,139.83,2.604931024,109.8579423,8.431569069,16.51954058,4.848900371,10792.5,9.286606727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan-19,134.4,59.26800258,69.92250061,4144.166947,14758783.18,139.55,2.03260949,115.7124408,8.329457069,16.50734893,4.900820428,10830.9502,9.290163073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-18,133.9,57.77263835,69.91999817,4039.462768,14549694.77,140.05,2.203896957,115.281963,8.303866984,16.49308057,4.897093253,10862.5498,9.293076355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-18,126.1,65.39921937,73.65000153,4816.652606,14518774.78,140.73,2.371426493,108.5665088,8.479834486,16.49095318,4.837075243,10876.75,9.294382763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-18,132.8,80.08267025,72.51000214,5806.794591,14426379.77,140.57,3.383099213,114.3349118,8.666783992,16.48456902,4.888844237,10386.59961,9.248271755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-18,128.8,77.88338964,71.40499878,5561.263342,14422907.92,140.15,3.761012808,110.8910891,8.623580581,16.48432833,4.858260814,10930.4502,9.299307769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug-18,128,72.5347376,68.68499756,4982.048275,14271407.93,140.3,3.672504249,110.2023246,8.513596386,16.47376865,4.852030264,11680.5,9.365676064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-18,125.7,73.46827486,68.79669952,5054.37483,14072865.64,139.7,4.199298874,108.2221266,8.52800945,16.45975908,4.833898116,11356.5,9.337545546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun-18,127.7,73.82579303,67.43000031,4978.073246,14003226.66,138.4,4.872319467,109.9440379,8.512798197,16.45479834,4.849683763,10714.2998,9.279334559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-18,129.6,75.25204525,66.61000061,5012.53878,13984477.99,137.67,4.827533694,111.5798536,8.519697808,16.45345856,4.864452784,10736.15039,9.281371867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-18,122.6,69.21909844,65.06980133,4504.072984,13981646.82,137,4.556208502,105.553164,8.412737374,16.45325609,4.808927024,10739.34961,9.281669808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-18,140.3,63.79541321,64.91000366,4140.960505,13962586.5,136.4,4.305268793,120.7920792,8.328683046,16.45189192,4.943782987,10113.7002,9.221646239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-18,127.4,63.53733576,63.76990128,4051.769629,13478992.16,136.28,4.453130988,109.6857512,8.30690901,16.4166429,4.847331743,10492.84961,9.258449315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan-18,132.3,67.06015339,63.84080124,4281.173923,13363233.63,136.77,5.070292694,113.9044339,8.361982532,16.40801773,4.885072071,11027.7002,9.308165586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-17,130.6,62.29008016,64.41480255,4012.403214,13208681.45,137.03,5.189222384,112.4408093,8.297145646,16.39638486,4.872139217,10530.7002,9.262050098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-17,125.8,61.31590455,64.8423996,3975.870384,13147309.31,137.47,4.874885566,108.3082221,8.287998968,16.39172768,4.834693344,10226.5498,9.23274254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-17,122.5,56.0595181,65.36000061,3664.050137,13115316.32,135.97,3.580406795,105.4670684,8.206324409,16.38929129,4.80811103,10335.2998,9.24332048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-17,123.1,54.52330775,63.9762001,3488.194047,13184329.95,135.07,3.319819475,105.9836418,8.157139416,16.39453956,4.812997033,9788.599609,9.188973682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug-17,122.1,50.63357088,64.12349701,3246.801631,12882658.35,135.33,3.305343511,105.1226862,8.085425677,16.37139265,4.804840381,9917.900391,9.202096524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-17,118,47.85763288,64.78510284,3100.461668,12808103.89,134.07,2.320079371,101.592768,8.039306305,16.36558864,4.770684624,10077.09961,9.218020763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun-17,119.3,46.555774,64.61859894,3008.368888,12758459.61,131.97,1.499769266,102.7120103,8.009153313,16.36170511,4.781641329,9520.900391,9.161244702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-17,124.8,50.56762303,64.25830078,3249.38953,12671722.46,131.33,2.20233463,107.4472665,8.086222421,16.35488349,4.826712456,9621.25,9.171729473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-17,117.3,52.49069106,64.79000092,3400.871922,12683876.7,131.03,3.035307069,100.990099,8.131787125,16.35584219,4.764734756,9304.049805,9.138205047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-17,133.2,51.46962965,66.69319916,3432.674261,12791939.93,130.77,3.843405066,114.679294,8.141094904,16.36432584,4.891851758,9173.75,9.124101424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-17,119.2,54.8626847,67.82099915,3720.842092,12262335.28,130.47,3.629864972,102.6259148,8.221705291,16.32204295,4.780802755,8879.599609,9.091511746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan-17,123.1,54.07752825,67.94480133,3674.286913,12106737.49,130.17,3.145800317,105.9836418,8.209114356,16.30927267,4.812997033,8561.299805,9.055007304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-16,121.7,52.73564913,68.60800171,3618.087505,12005779.5,130.27,3.388888889,104.7783039,8.193700852,16.30089872,4.801559,8185.799805,9.010156201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-16,115.9,44.45619432,66.78140259,2968.84701,12131387.59,131.08,3.62055336,99.78476108,7.995928944,16.31130667,4.75272775,8224.5,9.014872784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-16,120.3,49.25262108,66.81629944,3290.877878,12364908.53,131.27,4.182539683,103.572966,8.098909641,16.33037306,4.789988623,8638,9.063926354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-16,118.2,44.48086017,67.12660217,2985.849005,12489993.51,130.73,4.333599362,101.7649591,8.001639409,16.34043836,4.772378105,8611.150391,9.060813199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug-16,116.5,44.38497893,66.64800262,2958.170192,12075664.38,131,5.077404347,100.3013345,7.992326178,16.30670278,4.757891273,8786.200195,9.08093761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-16,116.8,43.51913668,67.41600037,2933.886134,12006480.75,131.03,6.011326861,100.5596212,7.984083149,16.30095712,4.76046307,8638.5,9.063984236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun-16,119.7,46.96311193,67.13300323,3152.774745,11924041.41,130.02,5.767509965,103.0563926,8.056038216,16.29406721,4.784988613,8287.75,9.0225338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-16,121.3,45.00680585,66.41799927,2989.261998,11890102.12,128.5,5.700419511,104.4339217,8.002781813,16.29121686,4.798266816,8160.100098,9.007011715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,113.7,39.87909457,66.36799622,2646.695598,11886046.87,127.17,5.404061334,97.89065863,7.881067197,16.29087574,4.733563401,7849.799805,8.968243308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-16,127.6,36.42130914,68.73000336,2503.2367,11617615.1,125.93,4.854288093,109.8579423,7.825339853,16.26803305,4.848900371,7738.399902,8.953950214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-16,117.8,30.52559189,68.09300232,2078.5792,11560893.89,125.9,5.20598312,101.4205768,7.639439862,16.26313874,4.768988271,6987.049805,8.851813687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan-16,118.9,28.0787982,66.45500183,1865.976586,11420315.43,126.2,5.695142379,102.3676281,7.531539834,16.25090438,4.778282804,7563.549805,8.93109591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
